COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
TCD,4972158.000000000,4042573.000000000,4844851.000000000,8680354.000000000,53.000000000,30.000000000,25.000000000,29.000000000,2021-06-04,2023-12-31,2023-08-27
TCD,5089760.000000000,4042573.000000000,4962453.000000000,9022234.000000000,55.000000000,31.000000000,25.000000000,30.000000000,2021-06-04,2023-12-31,2023-09-24
TCD,5124838.000000000,4042573.000000000,4997531.000000000,9100757.000000000,55.000000000,31.000000000,25.000000000,30.000000000,2021-06-04,2023-12-31,2023-10-29
TCD,5147667.000000000,4042573.000000000,5020360.000000000,9151765.000000000,56.000000000,31.000000000,25.000000000,31.000000000,2021-06-04,2023-12-31,2023-11-26
CMR,18286.000000000,,,18286.000000000,,,,,2021-04-12,2023-12-31,2021-04-25
CMR,63404.000000000,,11811.000000000,75215.000000000,,,,,2021-04-12,2023-12-31,2021-05-30
CMR,88333.000000000,,21991.000000000,110324.000000000,,,,,2021-04-12,2023-12-31,2021-06-27
CMR,288740.000000000,,54367.000000000,343106.000000000,1.000000000,1.000000000,,,2021-04-12,2023-12-31,2021-07-25
CMR,350267.000000000,,79048.000000000,429315.000000000,2.000000000,1.000000000,,,2021-04-12,2023-12-31,2021-08-29
CMR,385633.000000000,,83498.000000000,469810.000000000,2.000000000,1.000000000,,,2021-04-12,2023-12-31,2021-09-26
CMR,417919.000000000,,162775.000000000,503753.000000000,2.000000000,2.000000000,,1.000000000,2021-04-12,2023-12-31,2021-10-31
CMR,787907.000000000,,597929.000000000,965321.000000000,4.000000000,3.000000000,,2.000000000,2021-04-12,2023-12-31,2021-11-28
CMR,835049.000000000,,660560.000000000,1021088.000000000,4.000000000,3.000000000,,2.000000000,2021-04-12,2023-12-31,2021-12-26
CMR,959565.000000000,,739738.000000000,1024333.000000000,4.000000000,4.000000000,,3.000000000,2021-04-12,2023-12-31,2022-01-30
CMR,1072593.000000000,,812582.000000000,1271853.000000000,5.000000000,4.000000000,,3.000000000,2021-04-12,2023-12-31,2022-02-27
CMR,1395724.000000000,44841.000000000,1072842.000000000,1745474.000000000,7.000000000,5.000000000,,4.000000000,2021-04-12,2023-12-31,2022-03-27
CMR,1552320.000000000,52011.000000000,1209108.000000000,1828882.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-04-24
CMR,1558468.000000000,52011.000000000,1215256.000000000,1837177.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-05-29
CMR,1559801.000000000,52011.000000000,1216589.000000000,1838907.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-06-26
CMR,1575273.000000000,53251.000000000,1230951.000000000,1859991.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-07-31
CMR,1599201.000000000,58742.000000000,1249961.000000000,1884589.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-08-28
CMR,1612550.000000000,61084.000000000,1261163.000000000,1898353.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-09-25
CMR,1639161.000000000,65651.000000000,1286774.000000000,1925441.000000000,7.000000000,6.000000000,,5.000000000,2021-04-12,2023-12-31,2022-10-30
CMR,2829646.000000000,388117.000000000,2329187.000000000,3732323.000000000,14.000000000,11.000000000,1.000000000,9.000000000,2021-04-12,2023-12-31,2022-11-27
CMR,3298496.000000000,476262.000000000,2759839.000000000,4074532.000000000,15.000000000,12.000000000,2.000000000,10.000000000,2021-04-12,2023-12-31,2022-12-25
CMR,3421644.000000000,534266.000000000,2882618.000000000,4257421.000000000,16.000000000,13.000000000,2.000000000,11.000000000,2021-04-12,2023-12-31,2023-01-29
CMR,3432506.000000000,538034.000000000,2892309.000000000,4274965.000000000,16.000000000,13.000000000,2.000000000,11.000000000,2021-04-12,2023-12-31,2023-02-26
CMR,3598766.000000000,615757.000000000,3056286.000000000,4523223.000000000,17.000000000,14.000000000,2.000000000,12.000000000,2021-04-12,2023-12-31,2023-03-26
CMR,3652260.000000000,763361.000000000,3104201.000000000,4728823.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-04-30
CMR,3680980.000000000,772074.000000000,3129844.000000000,4769257.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-05-28
CMR,3693181.000000000,775514.000000000,3140829.000000000,4786185.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-06-25
CMR,3700080.000000000,777183.000000000,3146951.000000000,4795143.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-07-30
CMR,3718470.000000000,788225.000000000,3164709.000000000,4827204.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-08-27
CMR,3739910.000000000,797665.000000000,3184621.000000000,4860072.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-09-24
CMR,3753733.000000000,803560.000000000,3197286.000000000,4880572.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-10-29
CMR,3753733.000000000,803560.000000000,3197286.000000000,4880572.000000000,18.000000000,14.000000000,3.000000000,12.000000000,2021-04-12,2023-12-31,2023-11-26
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-05-28
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-06-25
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-07-30
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-08-27
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-09-24
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-10-29
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-11-26
XKX,312.000000000,,,312.000000000,,,,,2021-03-31,2023-12-23,2021-03-28
XKX,18810.000000000,,,18810.000000000,1.000000000,1.000000000,,,2021-03-31,2023-12-23,2021-04-25
XKX,85065.000000000,,1215.000000000,95461.000000000,5.000000000,5.000000000,,,2021-03-31,2023-12-23,2021-05-30
XKX,166414.000000000,,37667.000000000,205161.000000000,11.000000000,9.000000000,,2.000000000,2021-03-31,2023-12-23,2021-06-27
XKX,279632.000000000,,138940.000000000,418572.000000000,23.000000000,16.000000000,,8.000000000,2021-03-31,2023-12-23,2021-07-25
XKX,560919.000000000,,280213.000000000,841133.000000000,47.000000000,31.000000000,,16.000000000,2021-03-31,2023-12-23,2021-08-29
XKX,798000.000000000,,540669.000000000,1338669.000000000,75.000000000,44.000000000,,30.000000000,2021-03-31,2023-12-23,2021-09-26
XKX,841282.000000000,,724969.000000000,1566251.000000000,87.000000000,47.000000000,,40.000000000,2021-03-31,2023-12-23,2021-10-31
XKX,855174.000000000,,762548.000000000,1618140.000000000,90.000000000,48.000000000,,42.000000000,2021-03-31,2023-12-23,2021-11-28
XKX,881814.000000000,16674.000000000,783434.000000000,1681921.000000000,94.000000000,49.000000000,1.000000000,44.000000000,2021-03-31,2023-12-23,2021-12-26
XKX,894317.000000000,71159.000000000,802695.000000000,1768171.000000000,98.000000000,50.000000000,4.000000000,45.000000000,2021-03-31,2023-12-23,2022-01-30
XKX,900972.000000000,97401.000000000,815840.000000000,1814213.000000000,101.000000000,50.000000000,5.000000000,45.000000000,2021-03-31,2023-12-23,2022-02-27
XKX,901927.000000000,98723.000000000,817999.000000000,1818649.000000000,101.000000000,50.000000000,5.000000000,46.000000000,2021-03-31,2023-12-23,2022-03-27
XKX,902378.000000000,101676.000000000,821769.000000000,1825822.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-04-24
XKX,903059.000000000,102908.000000000,822852.000000000,1828819.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-05-29
XKX,903423.000000000,103382.000000000,823476.000000000,1830281.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-06-26
XKX,903875.000000000,104706.000000000,823936.000000000,1833808.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-07-31
XKX,904118.000000000,105158.000000000,824267.000000000,1835257.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-08-28
XKX,904294.000000000,105333.000000000,824449.000000000,1835860.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-09-25
XKX,904390.000000000,105443.000000000,824580.000000000,1836232.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-10-30
XKX,904456.000000000,105514.000000000,824648.000000000,1836496.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-11-27
XKX,904525.000000000,105588.000000000,824718.000000000,1836769.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2022-12-25
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-01-29
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-02-26
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-03-26
XKX,904558.000000000,105624.000000000,824752.000000000,1836901.000000000,102.000000000,50.000000000,6.000000000,46.000000000,2021-03-31,2023-12-23,2023-04-30
ZMB,11711565.000000000,1414619.000000000,9155551.000000000,13615707.000000000,74.000000000,64.000000000,8.000000000,50.000000000,2021-04-14,2023-12-31,2023-10-29
ZMB,11711565.000000000,1414619.000000000,9155551.000000000,13615707.000000000,74.000000000,64.000000000,8.000000000,50.000000000,2021-04-14,2023-12-31,2023-11-26
ZMB,23524.000000000,,,23524.000000000,,,,,2021-04-14,2023-12-31,2021-04-25
ZMB,140843.000000000,,5286.000000000,140843.000000000,1.000000000,1.000000000,,,2021-04-14,2023-12-31,2021-05-30
ZMB,141934.000000000,,5286.000000000,147220.000000000,1.000000000,1.000000000,,,2021-04-14,2023-12-31,2021-06-27
ZMB,265728.000000000,,120791.000000000,391479.000000000,2.000000000,1.000000000,,1.000000000,2021-04-14,2023-12-31,2021-07-25
ZMB,306616.000000000,,239773.000000000,559008.000000000,3.000000000,2.000000000,,1.000000000,2021-04-14,2023-12-31,2021-08-29
ZMB,317599.000000000,,399325.000000000,737208.000000000,4.000000000,2.000000000,,2.000000000,2021-04-14,2023-12-31,2021-09-26
ZMB,605708.000000000,,572621.000000000,929171.000000000,5.000000000,3.000000000,,3.000000000,2021-04-14,2023-12-31,2021-10-31
ZMB,1027281.000000000,15664.000000000,796640.000000000,1041441.000000000,6.000000000,6.000000000,,4.000000000,2021-04-14,2023-12-31,2021-11-28
ZMB,1530382.000000000,19454.000000000,1170385.000000000,1041441.000000000,6.000000000,8.000000000,,6.000000000,2021-04-14,2023-12-31,2021-12-26
ZMB,2033483.000000000,23244.000000000,1544130.000000000,1041441.000000000,6.000000000,11.000000000,,8.000000000,2021-04-14,2023-12-31,2022-01-30
ZMB,2492936.000000000,31300.000000000,1867910.000000000,2831091.000000000,15.000000000,14.000000000,,10.000000000,2021-04-14,2023-12-31,2022-02-27
ZMB,2936409.000000000,61469.000000000,2154085.000000000,3412137.000000000,19.000000000,16.000000000,,12.000000000,2021-04-14,2023-12-31,2022-03-27
ZMB,3184115.000000000,92529.000000000,2333446.000000000,3750417.000000000,20.000000000,17.000000000,1.000000000,13.000000000,2021-04-14,2023-12-31,2022-04-24
ZMB,4656681.000000000,95513.000000000,2935333.000000000,3750417.000000000,20.000000000,25.000000000,1.000000000,16.000000000,2021-04-14,2023-12-31,2022-05-29
ZMB,6439953.000000000,196633.000000000,4504494.000000000,3803372.000000000,21.000000000,35.000000000,1.000000000,25.000000000,2021-04-14,2023-12-31,2022-06-26
ZMB,7241298.000000000,505736.000000000,5164278.000000000,8014222.000000000,44.000000000,39.000000000,3.000000000,28.000000000,2021-04-14,2023-12-31,2022-07-31
ZMB,7876354.000000000,599613.000000000,5682972.000000000,8965767.000000000,49.000000000,43.000000000,3.000000000,31.000000000,2021-04-14,2023-12-31,2022-08-28
ZMB,8310512.000000000,681985.000000000,6117426.000000000,9315275.000000000,51.000000000,45.000000000,4.000000000,33.000000000,2021-04-14,2023-12-31,2022-09-25
ZMB,10618045.000000000,968514.000000000,8150930.000000000,13065235.000000000,71.000000000,58.000000000,5.000000000,44.000000000,2021-04-14,2023-12-31,2022-10-30
ZMB,10855773.000000000,1006118.000000000,8419973.000000000,13430668.000000000,73.000000000,59.000000000,5.000000000,46.000000000,2021-04-14,2023-12-31,2022-11-27
ZMB,10984655.000000000,1033428.000000000,8585194.000000000,13614983.000000000,74.000000000,60.000000000,6.000000000,47.000000000,2021-04-14,2023-12-31,2022-12-25
ZMB,11094204.000000000,1046752.000000000,8712526.000000000,13614983.000000000,74.000000000,60.000000000,6.000000000,47.000000000,2021-04-14,2023-12-31,2023-01-29
ZMB,11148859.000000000,1062031.000000000,8772740.000000000,13614983.000000000,74.000000000,61.000000000,6.000000000,48.000000000,2021-04-14,2023-12-31,2023-02-26
ZMB,11514530.000000000,1118691.000000000,9054210.000000000,13614983.000000000,74.000000000,63.000000000,6.000000000,49.000000000,2021-04-14,2023-12-31,2023-03-26
ZMB,11657867.000000000,1212976.000000000,9150001.000000000,13615180.000000000,74.000000000,63.000000000,7.000000000,50.000000000,2021-04-14,2023-12-31,2023-04-30
ZMB,11687593.000000000,1324600.000000000,9153073.000000000,13615472.000000000,74.000000000,64.000000000,7.000000000,50.000000000,2021-04-14,2023-12-31,2023-05-28
ZMB,11711565.000000000,1414619.000000000,9155551.000000000,13615707.000000000,74.000000000,64.000000000,8.000000000,50.000000000,2021-04-14,2023-12-31,2023-06-25
ZMB,11711565.000000000,1414619.000000000,9155551.000000000,13615707.000000000,74.000000000,64.000000000,8.000000000,50.000000000,2021-04-14,2023-12-31,2023-07-30
ZMB,11711565.000000000,1414619.000000000,9155551.000000000,13615707.000000000,74.000000000,64.000000000,8.000000000,50.000000000,2021-04-14,2023-12-31,2023-08-27
ZMB,11711565.000000000,1414619.000000000,9155551.000000000,13615707.000000000,74.000000000,64.000000000,8.000000000,50.000000000,2021-04-14,2023-12-31,2023-09-24
BLR,6432085.000000000,843516.000000000,6329294.000000000,13305047.000000000,141.000000000,68.000000000,9.000000000,67.000000000,2021-02-03,2023-12-23,2022-06-26
BLR,6437912.000000000,1451759.000000000,6334366.000000000,13981294.000000000,148.000000000,68.000000000,15.000000000,67.000000000,2021-02-03,2023-12-23,2022-07-31
BLR,6438019.000000000,2453740.000000000,6336748.000000000,15103159.000000000,160.000000000,68.000000000,26.000000000,67.000000000,2021-02-03,2023-12-23,2022-08-28
BLR,6438123.000000000,3175831.000000000,6339052.000000000,15837540.000000000,168.000000000,68.000000000,34.000000000,67.000000000,2021-02-03,2023-12-23,2022-09-25
BLR,6438230.000000000,3653814.000000000,6341433.000000000,16348620.000000000,173.000000000,68.000000000,39.000000000,67.000000000,2021-02-03,2023-12-23,2022-10-30
BLR,6438334.000000000,4458452.000000000,6343738.000000000,17198397.000000000,182.000000000,68.000000000,47.000000000,67.000000000,2021-02-03,2023-12-23,2022-11-27
BLR,6438441.000000000,5372083.000000000,6346119.000000000,18339571.000000000,194.000000000,68.000000000,57.000000000,67.000000000,2021-02-03,2023-12-23,2022-12-25
BLR,6438548.000000000,5619817.000000000,6348501.000000000,19116133.000000000,202.000000000,68.000000000,59.000000000,67.000000000,2021-02-03,2023-12-23,2023-01-29
BLR,6438645.000000000,5663935.000000000,6350652.000000000,19917409.000000000,211.000000000,68.000000000,60.000000000,67.000000000,2021-02-03,2023-12-23,2023-02-26
BLR,6438753.000000000,5687343.000000000,6353033.000000000,20766845.000000000,220.000000000,68.000000000,60.000000000,67.000000000,2021-02-03,2023-12-23,2023-03-26
BLR,6439310.000000000,5706572.000000000,6354672.000000000,21601484.000000000,229.000000000,68.000000000,60.000000000,67.000000000,2021-02-03,2023-12-23,2023-04-30
BLR,6439956.000000000,5714858.000000000,6355244.000000000,22087130.000000000,234.000000000,68.000000000,60.000000000,67.000000000,2021-02-03,2023-12-23,2023-05-28
BLR,6440209.000000000,5716865.000000000,6355532.000000000,22244943.000000000,235.000000000,68.000000000,61.000000000,67.000000000,2021-02-03,2023-12-23,2023-06-25
BLR,6440471.000000000,5718939.000000000,6355829.000000000,22408016.000000000,237.000000000,68.000000000,61.000000000,67.000000000,2021-02-03,2023-12-23,2023-07-30
BLR,6440749.000000000,5720639.000000000,6356023.000000000,22506057.000000000,238.000000000,68.000000000,61.000000000,67.000000000,2021-02-03,2023-12-23,2023-08-27
BLR,6441365.000000000,5722720.000000000,6356381.000000000,22637104.000000000,240.000000000,68.000000000,61.000000000,67.000000000,2021-02-03,2023-12-23,2023-09-24
BLR,6451746.000000000,5724423.000000000,6366658.000000000,22765402.000000000,241.000000000,68.000000000,61.000000000,67.000000000,2021-02-03,2023-12-23,2023-10-29
BLR,6451746.000000000,5724423.000000000,6366658.000000000,22765402.000000000,241.000000000,68.000000000,61.000000000,67.000000000,2021-02-03,2023-12-23,2023-11-26
BLR,27361.000000000,,17908.000000000,45269.000000000,,,,,2021-02-03,2023-12-23,2021-02-28
BLR,82317.000000000,,27955.000000000,110272.000000000,1.000000000,1.000000000,,,2021-02-03,2023-12-23,2021-03-28
BLR,280375.000000000,,113041.000000000,393415.000000000,4.000000000,3.000000000,,1.000000000,2021-02-03,2023-12-23,2021-04-25
BLR,530556.000000000,,284577.000000000,815133.000000000,9.000000000,6.000000000,,3.000000000,2021-02-03,2023-12-23,2021-05-30
BLR,963176.000000000,,557242.000000000,1520418.000000000,16.000000000,10.000000000,,6.000000000,2021-02-03,2023-12-23,2021-06-27
BLR,1389992.000000000,,963665.000000000,2353657.000000000,25.000000000,15.000000000,,10.000000000,2021-02-03,2023-12-23,2021-07-25
BLR,1645572.000000000,,1352628.000000000,2998200.000000000,32.000000000,17.000000000,,14.000000000,2021-02-03,2023-12-23,2021-08-29
BLR,2158132.000000000,,1602912.000000000,3761044.000000000,40.000000000,23.000000000,,17.000000000,2021-02-03,2023-12-23,2021-09-26
BLR,2935734.000000000,,2152174.000000000,5087908.000000000,54.000000000,31.000000000,,23.000000000,2021-02-03,2023-12-23,2021-10-31
BLR,3674133.000000000,,2756027.000000000,6430160.000000000,68.000000000,39.000000000,,29.000000000,2021-02-03,2023-12-23,2021-11-28
BLR,4836059.000000000,,3525044.000000000,8527610.000000000,90.000000000,51.000000000,,37.000000000,2021-02-03,2023-12-23,2021-12-26
BLR,5339248.000000000,62774.000000000,4132745.000000000,10052776.000000000,106.000000000,57.000000000,1.000000000,44.000000000,2021-02-03,2023-12-23,2022-01-30
BLR,5641161.000000000,504931.000000000,5038984.000000000,10933845.000000000,116.000000000,60.000000000,5.000000000,53.000000000,2021-02-03,2023-12-23,2022-02-27
BLR,5917224.000000000,582118.000000000,5460573.000000000,11694532.000000000,124.000000000,63.000000000,6.000000000,58.000000000,2021-02-03,2023-12-23,2022-03-27
BLR,6226949.000000000,689216.000000000,5840179.000000000,12473906.000000000,132.000000000,66.000000000,7.000000000,62.000000000,2021-02-03,2023-12-23,2022-04-24
BLR,6392540.000000000,728151.000000000,6247384.000000000,13069366.000000000,138.000000000,68.000000000,8.000000000,66.000000000,2021-02-03,2023-12-23,2022-05-29
COG,,,,1143.000000000,,,,,2021-03-23,2023-12-31,2021-03-28
COG,17868.000000000,,9312.000000000,27180.000000000,,,,,2021-03-23,2023-12-31,2021-04-25
COG,22623.000000000,,15645.000000000,38268.000000000,1.000000000,,,,2021-03-23,2023-12-31,2021-05-30
COG,35816.000000000,,46159.000000000,81975.000000000,1.000000000,1.000000000,,1.000000000,2021-03-23,2023-12-31,2021-06-27
COG,69878.000000000,,60541.000000000,135437.000000000,2.000000000,1.000000000,,1.000000000,2021-03-23,2023-12-31,2021-07-25
COG,80999.000000000,,97840.000000000,178839.000000000,3.000000000,1.000000000,,2.000000000,2021-03-23,2023-12-31,2021-08-29
COG,129910.000000000,,109674.000000000,239583.000000000,4.000000000,2.000000000,,2.000000000,2021-03-23,2023-12-31,2021-09-26
COG,198302.000000000,,112541.000000000,269914.000000000,5.000000000,4.000000000,,2.000000000,2021-03-23,2023-12-31,2021-10-31
COG,533889.000000000,,494109.000000000,665194.000000000,12.000000000,10.000000000,,9.000000000,2021-03-23,2023-12-31,2021-11-28
COG,626197.000000000,,586835.000000000,762258.000000000,14.000000000,11.000000000,,11.000000000,2021-03-23,2023-12-31,2021-12-26
COG,660413.000000000,,620172.000000000,797049.000000000,14.000000000,12.000000000,,11.000000000,2021-03-23,2023-12-31,2022-01-30
COG,678533.000000000,,637909.000000000,815654.000000000,15.000000000,12.000000000,,12.000000000,2021-03-23,2023-12-31,2022-02-27
COG,685244.000000000,,640464.000000000,822594.000000000,15.000000000,12.000000000,,12.000000000,2021-03-23,2023-12-31,2022-03-27
COG,693003.000000000,,640464.000000000,830379.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-04-24
COG,693902.000000000,,652422.000000000,831318.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-05-29
COG,693902.000000000,,652422.000000000,831318.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-06-26
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-07-31
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-08-28
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-09-25
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-10-30
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-11-27
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2022-12-25
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-01-29
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-02-26
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-03-26
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-04-30
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-05-28
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-06-25
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-07-30
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-08-27
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-09-24
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-10-29
COG,695760.000000000,,654119.000000000,833210.000000000,15.000000000,13.000000000,,12.000000000,2021-03-23,2023-12-31,2023-11-26
NGA,,,,780957.000000000,,,,,2021-03-05,2023-12-31,2021-03-28
NGA,1188839.000000000,,,1188839.000000000,1.000000000,1.000000000,,,2021-03-05,2023-12-31,2021-04-25
NGA,1637078.000000000,,,1637078.000000000,1.000000000,1.000000000,,,2021-03-05,2023-12-31,2021-05-30
NGA,2308798.000000000,,1212956.000000000,3521754.000000000,2.000000000,1.000000000,,1.000000000,2021-03-05,2023-12-31,2021-06-27
NGA,2546599.000000000,,1416406.000000000,3938945.000000000,2.000000000,1.000000000,,1.000000000,2021-03-05,2023-12-31,2021-07-25
NGA,2994933.000000000,,1437349.000000000,4432282.000000000,2.000000000,1.000000000,,1.000000000,2021-03-05,2023-12-31,2021-08-29
NGA,4865486.000000000,,2040399.000000000,6905884.000000000,3.000000000,2.000000000,,1.000000000,2021-03-05,2023-12-31,2021-09-26
NGA,5693300.000000000,,3079239.000000000,8772539.000000000,4.000000000,3.000000000,,1.000000000,2021-03-05,2023-12-31,2021-10-31
NGA,6948592.000000000,,3551415.000000000,10500007.000000000,5.000000000,3.000000000,,2.000000000,2021-03-05,2023-12-31,2021-11-28
NGA,10310476.000000000,44824.000000000,4482899.000000000,14838199.000000000,7.000000000,5.000000000,,2.000000000,2021-03-05,2023-12-31,2021-12-26
NGA,15034456.000000000,495774.000000000,5633796.000000000,21031753.000000000,10.000000000,7.000000000,,3.000000000,2021-03-05,2023-12-31,2022-01-30
NGA,17831499.000000000,692887.000000000,8144531.000000000,26668918.000000000,13.000000000,9.000000000,,4.000000000,2021-03-05,2023-12-31,2022-02-27
NGA,21604533.000000000,796039.000000000,10928080.000000000,32315525.000000000,16.000000000,10.000000000,,5.000000000,2021-03-05,2023-12-31,2022-03-27
NGA,25535323.000000000,936892.000000000,14848997.000000000,38226183.000000000,19.000000000,12.000000000,,7.000000000,2021-03-05,2023-12-31,2022-04-24
NGA,27401621.000000000,942369.000000000,16817979.000000000,44679423.000000000,22.000000000,13.000000000,,8.000000000,2021-03-05,2023-12-31,2022-05-29
NGA,32429647.000000000,1171892.000000000,22451238.000000000,50619238.000000000,25.000000000,16.000000000,1.000000000,11.000000000,2021-03-05,2023-12-31,2022-06-26
NGA,38285478.000000000,1958598.000000000,26419565.000000000,58847856.000000000,29.000000000,19.000000000,1.000000000,13.000000000,2021-03-05,2023-12-31,2022-07-31
NGA,43042144.000000000,3074733.000000000,30521086.000000000,66110724.000000000,32.000000000,21.000000000,1.000000000,15.000000000,2021-03-05,2023-12-31,2022-08-28
NGA,51163232.000000000,4192778.000000000,38255863.000000000,76174269.000000000,37.000000000,25.000000000,2.000000000,19.000000000,2021-03-05,2023-12-31,2022-09-25
NGA,61163455.000000000,5665854.000000000,48533181.000000000,88135003.000000000,43.000000000,30.000000000,3.000000000,24.000000000,2021-03-05,2023-12-31,2022-10-30
NGA,69065313.000000000,7473684.000000000,56539630.000000000,98073138.000000000,48.000000000,34.000000000,4.000000000,27.000000000,2021-03-05,2023-12-31,2022-11-27
